"V1","V2","V3"
0.229966842247429,0.0989894253081933,-0.0717102312437788
0.42981509052838,0.451261427665789,-0.197322302127938
0.484813296623267,0.0179379289522951,0.0604465809029344
0.616543822190385,0.42478303147084,-0.220380361845372
0.674191540503169,-0.298439944495921,-0.184485274409125
0.467990222144035,0.0660593928323617,0.133331804975957
0.557424861339879,0.139778346299483,0.0331979921031161
0.0927098934443984,0.15573888974425,0.0704444123468685
0.0115793248739826,0.0467779594215775,0.0129674443411051
-0.227915284300366,-0.216168275428917,0.0470107003518669
0.103427271510497,-0.0513997775612954,0.0944701029259726
-0.680422948701822,-0.626785565387704,0.0349421767767445
0.559533947711107,0.68962157226185,-0.177881177708548
0.649947090447884,0.555589610390985,-0.015979275403344
0.623972500992491,0.679985966309842,-0.00679106077598915
0.339132641135617,-0.563639749326972,-0.643779326682779
0.535700450139894,0.0515794143665097,-0.13821498866165
0.789554005489581,0.0195834699148365,0.0148593586244809
-0.631477795920887,-0.00964704529530213,0.0488823190446603
0.369738529326198,-0.336337424135781,-0.118296750334272
0.534502685550583,0.163880014673411,-0.0365317380485475
0.548324630897296,-0.366379842262938,0.0208722645615848
-0.286085048218688,0.511224471634271,-0.00959034436090093
0.653085168884475,-0.316702588731451,0.390283538507257
0.489871461069188,-0.565015663063604,0.459253893496495
0.713387465676249,-0.467467116247405,0.217339447503994
0.307606212819075,-0.136256200844598,-0.136383982390689
0.183170715950791,-0.33452634483915,0.225350089795488
0.238857345598413,0.390143294919765,0.222270114112492
0.298231333468721,-0.196758227823632,0.180105545778808
0.436364009163565,-0.148975119393387,0.225506114398449
0.0323817266656799,0.0963389719370952,0.171026749920627
-0.0472870286968446,0.064003324299082,-0.0453471853912235
0.838999265165799,0.331640159366118,-0.0277685193105889
0.374869997505104,-0.111570360101459,-0.39039941763639
0.480695683336537,-0.0802568572828727,-0.0149327628686477
-0.460138011942719,-0.0257689127417187,-0.0844339174305781
0.655344421356189,0.0793284679296167,0.015409238024299
0.488888753248274,0.0368618996352482,-0.0785321774173108
-0.130234200164316,0.412129997957083,-0.338540967550682
0.309187059311262,-0.518236455330493,0.180561692977405
0.551504389038628,0.100697847079008,-0.213381426002633
0.464238187760154,0.129177690614376,0.118437205345837
0.47065136630753,-0.000957600475291109,-0.00637153624649718
0.683427442689162,-0.0373727650004799,0.354101462983448
0.240893076998809,-0.283000549569492,0.251990194111968
0.23962704072178,0.201205726394673,0.121307709974252
