"V1","V2","V3","V4"
-176.182059423848,61.833069191719,74.8465544040882,-10.0504516153708
-77.9888642197973,-42.6414678399831,2.58763951873953,-22.1168591014966
-91.1792856240615,45.2253138310358,-10.2586437571064,-69.233851093476
-165.659662916821,165.746573085733,-80.2029010348943,-58.4690885731743
-57.0353467752764,-96.6479149470995,-16.7513897344608,23.0037844495405
-34.9219604063384,-57.8136208149991,116.157991190769,-6.95827755653579
145.242217330723,181.510098260804,-35.7356635931148,-91.4016943318346
56.0458028687987,1.83805204559466,41.5055842366762,14.5605508124633
52.3141475520889,10.3215408972809,-7.11947077718064,18.6387924140681
-146.486049497609,-47.3169665420191,9.75722879464874,-57.5913693524312
111.397094862685,-56.0592144582564,51.80094665036,51.5104208498669
57.6802019593138,6.07701422760638,122.697830342714,-70.8440468736329
7.56572308668063,30.6540756309535,121.093732540298,18.4202492475134
-133.513212413889,-36.3246685000966,93.9174797841374,-108.038791829814
-41.1514885358724,-94.5612031432156,109.012167249795,50.5207759409303
-67.718859052322,-71.7338056013458,21.1636345846514,-131.098668608822
-125.908393026344,-49.801266521017,145.446293335899,-14.6845927946187
172.526028695085,22.0286440020631,60.3887338817029,49.9104191293053
96.6076791763518,-43.3045869528309,-74.7660808185827,-100.719425993765
-51.6111807629574,-26.818675000162,75.5636736027147,-26.9027284206995
-36.1265989133947,20.7468562547987,126.949875606744,80.047269644178
-116.901886585339,167.315350632781,62.982214036102,-14.5197577414588
148.354528920846,44.1296261039194,90.4383199754346,-108.398641775118
168.117413560037,37.1808934610054,95.7948451216141,-31.9118018667524
-83.1531061887579,-19.7119512913594,68.5637645544396,-33.7497995274045
220.585123939885,21.2159585337812,-131.308955959089,39.5743297063555
-34.4472066422211,42.4251590970276,74.2746149160666,159.466459853372
-161.26913456791,18.2381593192021,124.216316392464,33.7787138772923
-78.9254415125543,-99.3204503216574,31.1867503554908,58.441452880128
-131.333807793864,14.7705231454503,-39.7836606362881,-10.9206179366516
-168.70963937306,123.368124042639,-17.5797050061964,3.06377081103091
-73.1361988244537,-52.4387976408894,-110.145854568255,-57.6056157256488
-3.6579449791261,-49.7876087284533,105.518150548792,107.153896222818
137.613798639598,138.268731511032,47.9144574277571,-105.669858576518
53.2641946436137,-7.91064925164606,41.6338863392339,-24.206318192954
55.7128276211318,12.6117152149502,116.219631818654,76.4764556025324
-154.282311870019,-62.738004254382,32.4989041393413,29.9112385504401
129.082729174541,-31.9292578296271,-21.9302067437087,106.423081584594
81.0417934851108,43.7245639742,172.952372881689,-48.8245517312657
32.0913224851935,76.5477684969958,21.4883284855789,-63.2995647987523
-116.372952841099,-85.3119027367094,140.718447874129,-27.0389298169031
-36.1490904369552,-70.3996191434864,26.0054663598368,-62.142922276746
-33.8553405477972,-62.9058755976886,54.3521513820282,98.3281150874584
-128.35441485674,-55.4228949348376,71.0409157134941,38.3957423819636
135.892258070388,52.6227197965238,4.31543617018798,-77.7483244887496
107.041853164398,-3.65975009690679,-90.9325997837929,30.1266501362128
-27.0531422760309,-43.2396893126167,16.2446300195611,11.4782619331593
-39.8185548131341,44.617779081852,34.4145100124562,115.460681774036
-173.863970226666,168.491797594722,5.88685302916808,-18.1566502065073
165.563244638431,-19.6573910162766,62.2216146297723,22.1406200695816
167.471163240574,61.7398430138275,118.652521048389,-107.390905756468
-99.9595452355269,-55.2160880640995,40.6825315915026,-46.482410005524
233.259337763163,-14.384608031783,-83.8951264680967,-19.560232456252
-19.6603442633623,12.4331951648881,65.6349766746028,68.0332323716404
-152.494008348949,89.8167236913138,7.81446692819009,-69.6301029144555
-75.14241436963,-102.819859722555,7.25046419304318,-5.22086046836584
-93.2416700918397,41.1706185345689,-45.165818995608,-69.814236708175
-161.196456641982,138.957060848049,-88.996885194664,-36.3754731239413
-59.8116118223198,-112.595361870359,-67.8147384695398,-113.748828960071
-21.4109113907739,-69.1284217283515,32.5189109303391,-64.3499618623531
163.348093831065,92.312065579291,-4.93578157898425,-47.193049289741
