"V1","V2","V3","V4"
69.6869141205968,-10.8181812684315,-3.67537045991233,16.7073104042653
50.4656955672142,-13.1169183076004,5.15436448857979,-23.5754538013156
-134.520543719469,-47.6322161442279,0.0275718461241842,-49.4623332573077
122.796662922116,-33.655944111927,74.3552592468992,-50.3771989587414
69.2587319535498,24.1384628309974,90.4665004621336,-54.6726104987925
24.0218303797697,21.0565713595376,84.6703428991785,-93.1795142461854
-123.43182408661,-40.2586016758443,0.571673026260987,-55.5822772423719
-49.9093611590023,-61.3389619260539,51.3140917952601,-73.1133856033175
-28.2674890970791,-74.5708311254638,-24.0572055758353,-82.3471886222964
-138.91569905406,-82.2343436416852,41.5065481209748,-78.7883939308931
164.086108398346,7.78958130565528,50.0802295879293,-2.58032357507535
104.918231613512,-20.6779581418208,-90.4734467444423,-108.141104613667
-39.849212566914,-56.2612857777023,38.4338802353527,-108.953185117435
-60.7827297665026,55.0829303532023,65.0209273222201,60.114348009098
-156.19744023036,221.229517585661,-30.2689795148734,-63.843253502686
163.699323256987,-22.6669762972852,94.6821212186062,-91.8927977054589
204.953958818011,54.782302072778,54.9934341575486,-24.4949401463791
-84.0742639167368,-42.7377844131124,-43.9728183027309,-93.9741620069471
249.634953673826,13.270418279796,-64.8915841700625,-41.6620674215271
-32.3678700510331,-5.53282181042355,58.2825123579762,-84.3703030655112
-86.9887756106074,83.7786945373112,-77.801716998307,8.9903908634572
-66.7393482605095,-59.4609584367305,-86.4641072159231,-68.5004286265763
-56.8167646734408,12.8698237859586,-79.784871671958,-52.5181136556017
-145.923757842694,138.777303187424,-23.2459314692902,-21.3798604683962
-57.3582310561513,-78.4954494711763,-125.735995123984,-110.624413398341
-21.6939138679086,-130.362028366148,-2.48735897902288,24.159264290912
197.518111766995,88.2585614773841,-89.788497655126,-9.35686844394934
60.6021212957832,-24.4173214945499,-84.5065600883398,-31.1793778942394
81.6678237605062,-46.8951634241362,45.0681494506491,-41.4720373009526
-120.233532158454,-77.6275126222678,-20.8114942355531,-46.2209289156589
112.565422878302,-91.4174845791561,39.8121791813676,-4.05607718328761
80.7218353022739,29.597579505136,81.5425383549818,-38.1025717950188
25.1630300967231,49.8537747140721,-7.60647696954368,11.9587064938695
-115.678780283758,-59.4981028795349,-63.5730777974657,-11.5488436552828
11.9266831157425,-55.6370360515944,-51.9321120499542,-33.9732558896902
-22.5139337298624,-98.2779462009767,-43.4756874637695,-42.3873947884955
-94.904555285516,-40.3361191664513,-2.08336708431992,-65.0261361547062
178.775567976726,-31.387345322972,47.619263826711,16.2277528212391
148.228889432378,-9.39291787785765,-94.4217987578583,-77.6626905306848
4.5814377230986,-80.154073076647,15.3784591157954,-37.3000994986261
-39.6612343753001,39.0261090080496,60.4104968256004,113.795177147777
-131.494093620704,217.813063001272,-116.060866673578,5.68386890113699
159.20083033938,-54.1039067330181,74.3085140230396,-54.2681440554786
191.513513652287,23.0430969219936,48.0045184416748,7.19858033085931
-87.5536511139666,-21.4123331620941,-114.753421798722,-90.371416319117
208.216629612633,-1.17884450031561,-35.3317763788667,-0.419113826826604
-32.7182367977651,-25.0612352603851,28.3472367947105,-47.0709527423255
-147.934834720462,73.6202141805508,-33.7090014563055,79.6148409981825
-83.0664415592901,-66.1849719867335,-5.86275683719449,36.7848069110618
-118.754246033427,18.9379550446123,23.2888408525433,93.3743867018467
-156.924217018742,103.51832259625,-74.5182627085009,-19.7568283251026
-68.2379530317433,-99.052367738863,-113.202776135878,65.7641023823918
-33.7231468523555,-113.272983193657,-41.6253024912334,83.7599778264153
126.472499879682,133.395648521695,-68.1480917914529,31.1867313295242
44.8227874528631,-45.1373447050618,-53.9219020322879,83.7155179587198
33.5887772108589,-16.3735626629405,-67.3991459279545,158.419401560868
-154.001442616597,-56.2928440221667,-11.5509886383159,51.4172149255175
140.923703889417,-92.1239541566197,-37.4202265201009,30.8473227187285
38.7717424724049,25.837723515356,-31.2037735695582,53.6493356845457
33.2767517678688,32.5428295553754,-2.11653520228543,74.2856684529659
-99.9262605109951,-75.6076528930117,-54.4598596291389,92.7492917121299
-76.0496778351575,-6.72108161111856,42.1616796006732,93.8904863824417
-46.9914833370767,-60.5151169964102,-50.8274298573575,31.2377554308332
-121.436353803396,-43.2885240610898,-28.1438739062288,80.9734226357583
156.887889591418,3.59559605923284,-2.06854165674304,46.4145570246489
102.591921000762,14.8416133528146,-100.378425354897,-43.6045453185699
-27.9236317572938,-39.9929025408674,-33.0723501211659,19.6418141418163
-53.2385633160219,54.2120525771931,-58.753006276696,37.9298716371272
-140.344774420057,216.406173877156,11.3911391917491,53.3196759552971
180.296406577007,-67.3751166876986,-14.1429764201658,-28.7240082409359
180.991770235435,31.9708297082702,15.6733809380464,105.31205622901
-86.556868750471,-82.5161243536239,-85.1781390834149,-10.8253577746774
208.60644184688,-15.6728389321615,-72.2978634060001,16.7057220386897
-15.5428931040772,-2.78713641096626,-15.1532030446642,90.1566356518475
-148.814046267219,90.6141732947207,-26.6866585747587,12.3612579884074
-35.5508548766167,-61.4200255950546,-22.5812703430648,13.1055354487929
-96.9550110214484,-0.60778909787362,-51.8608028123445,69.0946880770277
-167.107992321833,113.626650763323,-35.2937878121345,41.1833549727789
-72.3664186941476,-111.756258496947,-88.420125393733,39.7003929348941
-21.6278124397989,-101.544036614186,-34.8450370754282,32.3535303282712
165.328697549643,122.236238397292,-124.990605774578,-4.62965448905642
58.9993833658048,-22.2865574711004,-31.3017041209301,50.1392575706144
44.2815975892282,47.721545497081,-25.5703296165646,99.8161238162979
-95.9566053884571,-39.1222867080161,31.0209473999594,59.8244400929151
132.498458559126,-15.0659914754517,-15.0394183349152,80.9730756123563
79.1625956128125,69.2700096189438,98.032432772745,-8.80023119290987
57.7638854164662,66.5999947455781,47.9768101606952,89.5726928479532
-135.27405007163,-48.2238801333093,-10.5273838041173,109.66360651235
-26.745913525359,-12.37388153654,-65.9271456396594,43.350024214465
-30.0732072376686,-95.9023803290373,-96.5645595991738,-30.5170139203535
-96.8214135186024,-29.2830368653041,-0.541312557395608,38.495273161662
125.570419658582,28.570167477791,-59.4462431427643,89.1100866011608
101.981120360061,-15.6267815780122,-143.113667977609,-19.3831886626419
-37.2957895959041,-34.1494096630189,-76.5168041587893,3.37597753236629
-48.034531643326,97.9771005780528,27.7172171187507,139.624390921613
-65.3175377172677,213.332819583729,39.9217125779015,-45.0398224516965
197.442109876212,-11.1880103903974,23.8255317763137,28.1762181283422
138.214896555589,30.3513414183311,-3.24681503763264,68.4304825017991
-65.5089769144534,-58.8275935949029,-80.1800341195822,-19.77470239727
234.893874815476,-5.44635082200054,-106.955435331218,103.893214557576
-13.0083573561119,26.472563931257,1.90525515068426,34.4792488797195
